Name,Project_Id__c,Cluster__c,Villa_Type__c,Status__c,Price__c,Bedrooms__c,Area_Sqm__c
coconut-condo-p1-110-019,zoya,Coconut Condo,coconut-condo-p1-110,Sold,7632000,2,110
coconut-condo-p1-110-020,zoya,Coconut Condo,coconut-condo-p1-110,Sold,8136000,2,110
coconut-condo-p1-110-021,zoya,Coconut Condo,coconut-condo-p1-110,Sold,7560000,2,110
coconut-condo-p1-110-022,zoya,Coconut Condo,coconut-condo-p1-110,Sold,8064000,2,110
coconut-condo-p2-100-001,zoya,Coconut Condo,coconut-condo-p2-100,Available,6500000,2,100
coconut-condo-p2-100-002,zoya,Coconut Condo,coconut-condo-p2-100,Available,6955000,2,100
coconut-condo-p2-100-003,zoya,Coconut Condo,coconut-condo-p2-100,Available,7410000,2,100
coconut-condo-p2-100-004,zoya,Coconut Condo,coconut-condo-p2-100,Available,6890000,2,100
coconut-condo-p2-100-005,zoya,Coconut Condo,coconut-condo-p2-100,Available,7345000,2,100
coconut-condo-p2-100-006,zoya,Coconut Condo,coconut-condo-p2-100,Available,6825000,2,100
coconut-condo-p2-100-007,zoya,Coconut Condo,coconut-condo-p2-100,Available,7280000,2,100
coconut-condo-p2-100-008,zoya,Coconut Condo,coconut-condo-p2-100,Available,6760000,2,100
coconut-condo-p2-100-009,zoya,Coconut Condo,coconut-condo-p2-100,Available,7215000,2,100
coconut-condo-p2-100-010,zoya,Coconut Condo,coconut-condo-p2-100,Available,6695000,2,100
coconut-condo-p2-100-011,zoya,Coconut Condo,coconut-condo-p2-100,Available,7150000,2,100
coconut-condo-p2-100-012,zoya,Coconut Condo,coconut-condo-p2-100,Available,6630000,2,100
coconut-condo-p2-100-013,zoya,Coconut Condo,coconut-condo-p2-100,Reserved,7085000,2,100
coconut-condo-p2-100-014,zoya,Coconut Condo,coconut-condo-p2-100,Reserved,6565000,2,100
coconut-condo-p2-100-015,zoya,Coconut Condo,coconut-condo-p2-100,Reserved,7020000,2,100
coconut-condo-p2-100-016,zoya,Coconut Condo,coconut-condo-p2-100,Sold,6500000,2,100
coconut-condo-p2-100-017,zoya,Coconut Condo,coconut-condo-p2-100,Sold,6955000,2,100
coconut-condo-p2-100-018,zoya,Coconut Condo,coconut-condo-p2-100,Sold,7410000,2,100
coconut-condo-p2-100-019,zoya,Coconut Condo,coconut-condo-p2-100,Sold,6890000,2,100
coconut-condo-p2-100-020,zoya,Coconut Condo,coconut-condo-p2-100,Sold,7345000,2,100
coconut-condo-p2-100-021,zoya,Coconut Condo,coconut-condo-p2-100,Sold,6825000,2,100
coconut-condo-p2-100-022,zoya,Coconut Condo,coconut-condo-p2-100,Sold,7280000,2,100
coconut-condo-p3-110-001,zoya,Coconut Condo,coconut-condo-p3-110,Available,7200000,2,110
coconut-condo-p3-110-002,zoya,Coconut Condo,coconut-condo-p3-110,Available,7704000,2,110
coconut-condo-p3-110-003,zoya,Coconut Condo,coconut-condo-p3-110,Available,8208000,2,110
coconut-condo-p3-110-004,zoya,Coconut Condo,coconut-condo-p3-110,Available,7632000,2,110
coconut-condo-p3-110-005,zoya,Coconut Condo,coconut-condo-p3-110,Available,8136000,2,110
coconut-condo-p3-110-006,zoya,Coconut Condo,coconut-condo-p3-110,Available,7560000,2,110
coconut-condo-p3-110-007,zoya,Coconut Condo,coconut-condo-p3-110,Available,8064000,2,110
coconut-condo-p3-110-008,zoya,Coconut Condo,coconut-condo-p3-110,Reserved,7488000,2,110
coconut-condo-p3-110-009,zoya,Coconut Condo,coconut-condo-p3-110,Reserved,7992000,2,110
coconut-condo-p3-110-010,zoya,Coconut Condo,coconut-condo-p3-110,Reserved,7416000,2,110
coconut-condo-p3-110-011,zoya,Coconut Condo,coconut-condo-p3-110,Reserved,7920000,2,110
coconut-condo-p3-110-012,zoya,Coconut Condo,coconut-condo-p3-110,Reserved,7344000,2,110
coconut-condo-p3-110-013,zoya,Coconut Condo,coconut-condo-p3-110,Reserved,7848000,2,110
coconut-condo-p3-110-014,zoya,Coconut Condo,coconut-condo-p3-110,Sold,7272000,2,110
coconut-condo-p3-110-015,zoya,Coconut Condo,coconut-condo-p3-110,Sold,7776000,2,110
coconut-condo-p3-110-016,zoya,Coconut Condo,coconut-condo-p3-110,Sold,7200000,2,110
coconut-condo-p3-110-017,zoya,Coconut Condo,coconut-condo-p3-110,Sold,7704000,2,110
coconut-condo-p3-110-018,zoya,Coconut Condo,coconut-condo-p3-110,Sold,8208000,2,110
coconut-condo-p3-110-019,zoya,Coconut Condo,coconut-condo-p3-110,Sold,7632000,2,110
coconut-condo-p3-110-020,zoya,Coconut Condo,coconut-condo-p3-110,Sold,8136000,2,110
coconut-condo-p3-110-021,zoya,Coconut Condo,coconut-condo-p3-110,Sold,7560000,2,110
coconut-condo-p3-110-022,zoya,Coconut Condo,coconut-condo-p3-110,Sold,8064000,2,110
